id,label,email,type
405283465,ნათელი გონება,matchavarianimariam@gmail.com,org
400243571,იტალიის სავაჭრო პალატა საქართველოში,iccg.geo@gmail.com,org
400243615,ჩეხეთის სავაჭრო პალატა საქართველოში,cccg.geo@gmail.com,org
402095683,ინოვაციური საკონსულტაციო ტრენინგ ცენტრი,inovaciuricentri@gmail.com,org
405283330,თემი და ვეტერანები,zura.chitauri@bk.ru,org
416342559,ქართველი ახალგაზრდები მოქმედებაში,Georgianyouthinaction@gmail.com,org
405283580,საქართველოს ენდოკრინოლოგიისა და მეტაბოლიზმის ასოციაცია,nat.vashakmadze@gmail.com,org
400243697,არტ ლაბორატორია,artlaboratory2018@gmail.com,org
405283811,ინტერ ქლაბ ჯორჯია,info@inter.ge,org
400243848,ჯორჯიან ქლაიმბერზ ქლაბ,gugadabrunda@gmail.com,org
404562102,დავიცვათ საქართველოს სისუფთავე,mariamkvachadze@ymail.com,org
436042827,საქართველოს სამეფო სახლი,davit@royalhouseofgeorgia.ge,org
405284678,ეროვნული მედეგობის ცენტრი,iraklichkhenkeli@gmail.com,org
405284598,საქართველოს ტექბოლის ფედერაცია,GeorgianTeqballFederation@gmail.com,org
405284605,"ტრენინგების, განათლებისა და განვითარების ცენტრი (ტედ ცენტრი)",TEDcentreGeo@gmail.com,org
434173299,ახალი აზროვნების ინსტიტუტი,mimdevelopment12@gmail.com,org
406253049,ეზრა,ezra2018@gmail.com,org
405282590,ერთად მომავლისთვის,ertadmomavlistvis@gmail.com,org
428521717,რეგიონული განვითარების და ხელშეწყობის ცენტრი,alugishvili.levan@gmail.com,org
405282616,იუნოფს პროექტი-ევროპული სკოლა აღმოსავლეთ პარტნიორობისთვის,bojank@unops.org,org
406253021,ქართულ ბერძნული კულინარიული ტრადიციებისა და კულტურის განვითარების კავშირი,ninotatai@gmail.com,org
404561700,შენთვის,mzia_apridonidze@yahoo.com,org
431178655,მოვუსმინოთ სამყაროს,maiaxucia88@gmail.com,org
433106113,სასწავლო შემეცნებითი ცენტრი გეა,p_tsulaia@hotmail.com,org
402095415,სათამაშოების ბიბლიოთეკების ქართული ასოციაცია,toylibrariesgeorgia@gmail.com,org
436255179,საქართველოს მეყვავილეთა ასოციაცია,geofloriculture@gmail.com,org
402098902,ფონდი სლავური დიასპორა,diasporaofslava@gmail.com,org
405288665,სპორტის მხარდასაჭერი ფონდი,contact@wpcdinamo.ge,org
404563628,მშობლები შვილების დასაცავად,parents4children@yahoo.com,org
405288576,საქართველოს მოკლე და სრული დასტის პოკერის ფედერაცია,irakli.gabrichidze@gmail.com,org
425057369,"გოგნის ""კარუგდებელი"" წმინდა გიორგის მამათა მონასტრის ფონდი",cm.giorgi-gogni@mail.ru,org
405289085,საქართველოს პრეზიდენტობის კანდიდატის თეიმურაზ შაშიაშვილის მხარდაჭერის ფონდი,zaurnachkebia@mail.ru,org
439868234,მსოფლიო მშვიდობის სახლი,fondded@gmail.com,org
405286051,კვლევა და განვითარება საქართველოსთვის,develpoment@gmail.com,org
405285891,საქართველოს კულტურული მემკვიდრეობის დიგიტალიზაციის ფონდი,g.kvaratskhelia@yahoo.com,org
402098172,შავი და კასპიის ზღვისპირეთის კარატეს ფედერაცია,geokarate@mail.ru,org
439414992,საქართველოს სუიციდის პრევენციის ასოციაცია,Suicideprevention.ge@gmail.com,org
400245515,"ფონდი ""აზდაკის ბაღი""",azdakisbaghi@gmail.com,org
445540326,ჩემპიონთა აკადემია,Tsintsadze-L@mail.ru,org
402098332,ერისა და მამულისათვის - 2018,t_paichadze@inbox.ru,org
405287372,თბილისის ბერძენთა კავშირი პროტოს,sonia.kirsanova@mail.ru,org
404563762,ფიზიკური აღზრდისა და მასობრივი სპორტის ფედერაცია,geosportfed@gmail.com,org
420428317,სამეგრელო-ზემო სვანეთის ძიუდო-სამბოს ფედერაცია,szs-judo.zugdidi@mail.ru,org
405290000,საგარეო პოლიტიკის საბჭო,grigoljulukhidze@gmail.com,org
405289986,საქართველოს კალათბურთის პროფესიული კავშირი,GeoBpu@gmail.com,org
404564084,ჰეფი ქეთს ჯორჯია,happycatsgeorgia@gmail.com,org
405290037,მეწარმეობის განვითარების ხელშემწყობი ფონდი,m.g.fond@mail.ru,org
400247023,გახდი მესაკუთრე,gakhdimesakutre@gmail.com,org
405290484,აზრთა ომი,info@domenicmango.ge,org
402100659,პასუხისმგებლიანი უძრავი ქონების საინვესტიციო საბჭო-საქართველო,lika.kardava@gmail.com;kate.tabatadze@gmail.com,org
405290616,სთეითქრაფთ ლაბი,statecraftlab123@gmail.com,org
433106239,საქართველოს საპატრიარქოს ნეკრესის ეპარქიის განვითარებისა და განათლების ცენტრი,nekresi.centri@gmail.com,org
442733918,ახალგაზრდობის განათლებისა და კულტურის ცენტრი,contact.eccy@gmail.com,org
404565341,თბილისის სოციალური კვლევების სკოლა,thetbilisischool@gmail.com,org
400248610,"საკალათბურთო კლუბი ""ზესტაფონი 2020""",alekod1012@yaho.com,org
400248576,ასოციაცია მეცნიერებისათვის,info@4science.ge,org
402102675,თავისუფალი განვითარებისა და სამართლის ცენტრი,freedevelopmentandlawcentre@gmail.com,org
445542869,თემის მხარდაჭერისა და თანასწორობის ცენტრი,csec.Georgia@gmail.com,org
404565582,პარტნიორობა კულტურისა და განათლებისთვის,cultureandeducation2018@gmail.com,org
406260255,კულტურის ინსტიტუტი,qor.union@gmail.com,org
405294499,საქართველოს მეღვინე ქალთა ასოციაცია,geowomenwinemakers@gmail.com,org
400248932,საკალათბურთო კლუბი მართვე,bc.martve@gmail.com,org
400248807,სრულიად საქართველოს გვარების წინამძღოლთა დარბაზი-კავშირი,nino-ber@mail.ru,org
405294621,აზარტული თამაშების კვლევისა და ლუდომანიის პრევენციის ცენტრი,grapcgeorgia@gmail.com,org
400254933,საკალათბურთო კლუბი კავკასია,basketball@ciu.edu.ge,org
447863296,ზამლეთის აქტიურ მოქალაქეთა ადგილობრივი გაერთიანება,amagizamleti@gmail.com,org
402112236,სკ დინამო თბილისი,bubakvimsadze9@gmail.com,org
434174234,საქართველოს სისხლის დონორთა ასოციაცია,m.muradov89@gmail.com,org
405305183,ეკონომიკური გაუმჯობესების ცენტრი,info.cep.geo@gmail.com,org
418472897,ქართულ-ევროპული მოძრაობა,GeoEuMovement@gmail.com,org
446758278,ფსიქიკური ჯანმრთელობის დაცვის ორგანიზაცია,mhcareo@gmail.com,org
421276201,ევროპისა და დსთ ქვეყნების უმაღლეს სასწავლებლების კურსდამთავრებულთა ქართული ასოციაცია,nesta.chita@mail.ru,org
405294952,სროლის სახეობათა კლუბი თბილისი 2018,infotbilisi2018@gmail.com,org
402103380,ექსპერტი+,vasokapgeo@hotmail.com,org
433106300,ფერმერი ქალები და ოჯახური მეურნეობის განვითარება საქართველოში,nninotsertsvadze@gmail.com,org
405294783,ფიგურულ ციგურაობაში აკრძალული ხერხებისა და მასტიმულირებელი საშუალებების გამოყენების წინააღმდეგ ბრძოლის ფედერაცია,teachitadze@yahoo.com,org
430803428,თეთრიწყაროს აგროტურისტული ასოციაცია,geocci@yahoo.com,org
400249003,სალომე უბილავას სახელობის საქველმოქმედო ფონდი ჩვენი შვილები,Chvenishvilebi1@gmail.com,org
412741500,ქუთაისის პანტომიმის პროფესიული თეატრი,pantomimeduemi@mail.ru,org
436043167,სათემო კავშირი ბურიანი,giomeladze@yahoo.com,org
402104021,საპიენსი,jibladzemisho@gmail.com,org
405296353,კონსერვატიული პოლიტ-ანალიტიკის ცენტრი,zmakharadze1988@gmail.com,org
405296399,სოფლის ევროპული განვითარების ინსტიტუტი,a.g.kipiani@mail.ru,org
406261557,საქართველოს სამოქალაქო ავიაციის დამოუკიდებელ ექსპერტთა საბჭო,indexpun@gmail.com,org
406261879,საქართველოს უმცირესობათა ჯანდაცვის საზოგადოება,societyforminorityhealth@gmail.com,org
405297209,საქართველოს პულის ეროვნული ფედერაცია,info@billiardacademy.ge,org
424253863,ბავშვთა და მოზარდთა განვითარების ცენტრი,dccacenter@gmail.com,org
400252604,აკადემიური გამჭვირვალობა,academictransparency@gmail.com,org
402105191,საქართველო-ჩინეთის კულტურისა და ეკონომიკის განვითარების ფონდი,odanelia@gmail.com,org
405297771,ქართულ მაღაზიათა ასოციაცია,bekamidelauri@gmail.com,org
438116012,გეორგიანელი,beitrishvili1@gmail.com,org
405298360,მთის ფონდი,kokakhajalia@gmail.com,org
404567553,საქველმოქმედო ფონდი-ჩვენი სახლი,charity@gsinvesting.com,org
405298422,დიდოსტატ მოჭადრაკეთა კავშირი,lashachess@yahoo.com,org
412742064,ჭადრაკის მწვრთნელთა კავშირი,a_arsenidze_@mail.ru,org
445544411,კულტურულ მემკვიდრეობათა გაერთიანება,iberiatravelbatumi@gmail.com,org
427737531,ფსიქიკური ჯანმრთელობის ხელშეწყობის ცენტრი,ingaluashvili@mail.ru,org
406263118,რრ ჩერითი,zurab.turmanidze.@yahoo.com,org
402109464,პრემია იკა,ikaaward@email.com,org
406263145,ისტორიულ-კულტურულ ძეგლთა კვლევის ცენტრი,monumentsresearch@gmail.com,org
429325223,საქართველოს ვეტერან მეომართა და ინვალიდთა ორგანიზაცია ვეტერანები მშვიდობისათვის,Meoxi2004@gmail.com,org
406263163,საქართველოს პროფესიონალური კრივის ეროვნული ფედერაცია,proboxge@gmail.com,org
412742876,იმერეთის სამბოს ორგანიზაცია,kutaisige@gmail.com,org
405306440,707 რეისინგ თიმ,vggiorgadze@gmail.com,org
400255460,საქართველოს ახალგაზრდა ბიზნესმენთა პალატა,n.sharashidze1@gmail.com,org
441560491,სახარების ქრისტიან-ბაპტისტთა კუჭატანის ეკლესია,tsiskara86@mail.ru,org
405306636,საქართველოს აზერბაიჯანელთა ინტეგრაციის ცენტრი,isayevaaygul2003@yahoo.com,org
404568552,საქართველოს დოჯბოლის ფედერაცია,leagueofrights@gmail.com,org
405303693,საქართველოს საფონდო ბაზრის განვითარების ასოციაცია,info@georgiastockmarket.ge,org
400254292,საქველმოქმედო ფონდი იმედი ემიგრანტებთან ერთად,cfi.imedi@gmail.com,org
448408571,ახალშენის აქტიურ მოქალაქეთა ადგილობრივი გაერთიანება,agroamagi@gmail.com,org
416344502,საქართველოს კიოკუშინკაი კარატეს ორგანიზაცია,amiranbitsadze.ge@mail.ru,org
402111291,საქართველოს კარდიო-ონკოლოგიის საზოგადოება,geo.cardiooncology@gmail.com,org
405304031,წყალბურთის კლუბი არენა,g.gogoladze@bk.ru,org
400254425,დევნილთა და ინვალიდთა დახმარება,gelashvili.pikria@gmail.com,org
405304264,საქართველო-იტალიის სავაჭრო-ეკონომიკური თანამშრომლობის სააგენტო -ჯეოიტალი,geoitaly2017@gmail.com,org
405304601,ინოვაციური განვითარების ცენტრი,cid@cid.ge; cidgeorgia@gmail.com,org
405302596,ფიგურული ციგურაობის მსაჯთა ფედერაცია,ketichigo@yahoo.com,org
405302621,საქართველოს კენკროვანი კულტურების მწარმოებელთა ასოციაცია,Geoberryassociation@gmail.com,org
415104121,სოციალურ მუშაკთა რეგიონალური ასოციაცია,socialworkers14@yahoo.com,org
416344343,მანანა მოდებაძის სახელობის საქველმოქმედო ფონდი,davitordenidze@gmail.com,org
402110746,საქართველოს მეფუტკრეთა გაერთიანება,geobeekeepers@gmail.com,org
406264634,შეზღუდული შესაძლებლობის მქონე პირთა მობილობის ცენტრი,geodmcenter@gmail.com,org
405303210,ინვესტორთა პალატა,chamberofinvestors@gmail.com,org
405301383,აქთ ფორ თრანსფორმეიშნ-ის კაუკასუს ოფის,caucasus@act4transformation.net,org
412742144,ქუთაისის საპატიო და ღვაწლმოსილ მოქალაქეთა დარბაზი,www.sapatiomokalaketadarbazi@mail.ru,org
404568008,ფიცის კაცთა კავშირი,tamta.lortkipanidze@mail.ru,org
402110078,რესტორატორთა ბიზნეს ასოციაცია,contact@infos.ge,org
402110023,სამოქალაქო აქტივობის ლიგა,civilactivityleague@gmail.com,org
412742206,სოფო სოფრომაძის სახელობის ფონდი,ssoffond@gmail.com,org
416344227,ნუგე,nugeshi63@gmail.com,org
424253943,საქველმოქმედო ფონდი წინ წარსულისკენ,winwarsulisken@mail.ru,org
400253596,ველური ბუნების მონიტორინგისა და აღწარმოების ცენტრი,nukri.m2008@gmail.com,org
404558233,სამოქალაქო და სოციალური განვითარების ცენტრი,pcdcenter@gmail.com,org
402089912,საქართველოს მინი-ფეხბურთის კავშირი,geominifootball@gmail.com,org
405268516,თანამედროვე საზოგადოების ასოციაცია,modernsociety@gmail.com,org
404557350,სამართლის ცენტრი,nikoloz.longurashvili@gmail.com,org
412735982,შენი უფლებებისთვის,foryourrights2@gmail.com,org
400236892,განახლება 2018,Ganakhleba13@gmail.com,org
405260480,პრობლემურ მსესხებელთა უფლებადამცველი ასოციაცია,pbrpassociation@gmail.com,org
427736569,წმიდა ანდრია პირველწოდებულის სახელობის საქველმოქმედო ქრისტიანული საეკლესიო მართლმადიდებლური გამომცემლობა მოწყალე სამარიტელი,samariteli77@yahoo.com,org
416339803,ძიუ-დოს სპორტული კლუბი 'ხალიბი-2018',khalibi777@gmail.com,org
415597562,ჭიათურა დღეს,,org
435433906,საქველმოქმედო ფონდი - ქართული,fondiqartuli@mail.ru,org
406239066,შანსის სავაჭრო სამრეწველო პალატა საქართველოში,742876474@qq.com,org
406239949,საქართველოს ხელოვნების განვითარების ასოციაცია,nino.birkadze@yandex.ru,org
436254937,თბილისის ფოტო ფესტივალი-მასტერკლასი,nijaradzenestan@hotmail.com,org
420004943,ჯეგეთას წმინდა გიორგის ფონდი,mkukava1@gmail.com,org
405258180,კავკასიის საერთაშორისო არბიტრაჟი,ciarbitrage@gmail.com,org
405258340,საქართველოს რაგბის მხარდამჭერთა კლუბი,rugbygeorgian@gmail.com,org
437070054,ანაკლია ივენთს,anakliaevents@gmail.com,org
446972642,მეგობრობის სახლი,h.offriendship@gmail.com,org
405258616,საქართველოს ეროვნული სერფინგის ფედერაცია,Georgiansurfingfederation@gmail.com,org
400232752,საერთაშორისო კვლევებისა და პროგნოზირების ცენტრი,irfcgroup2018@gmail.com,org
404555129,არქიტექტურისა და დიზაინის ცენტრი,tbilisiarchcentre@gmail.com,org
404555147,საქართველოს მამათა საერო და ქართველ და არაქართველ ქართლის დედათა საერთაშორისო გაერთიანება მარადისობა,maradisoba2018@gmail.com,org
429324509,დუშეთის მუნიციპალიტეტის თემთა კავშირი,udmlc2019@gmail.com,org
441559966,დურუჯი ძიუდო,nukritsitsriashvili@yahoo.com,org
405255726,ითიდი,educatetodominate@gmail.com,org
406238637,"ტექსტოლოგიის, გამოცემათმცოდნეობისა და ციფრული ჰუმანიტარიის ასოციაცია",atesdh@gmail.com,org
405255922,საერთაშორისო ფონდი 'დიალოგი',geodialogue@gmail.com,org
405255897,შავი ზღვა,giorgipetviashvili @yahoo.com,org
443122096,საქართველოს სერფინგის ეროვნული ფედერაცია,georgiansurfer1@gmail.com,org
436254857,მცხეთის მუნიციპალიტეტის საფეხბურთო სკოლა,giakachlavashvili@yahoo.com,org
405256020,სერფინგის კლუბი,Iordanashvilialexi@gmail.com,org
436254866,ასოციაცია საზოგადოების კეთილდღეობისთვის,info.awsgeorgia@gmail.com,org
437069976,სასკოლო თეატრალური ფესტივალი არტსკოლა,skalandadze90@gmail.com,org
400231888,სტუდენტთა აკადემიური პლატფორმა,studentsacademicplatform@gmail.com,org
404554193,ვეტერან აფროსანთა კავშირი შაქო,unionshaqo@gmail.com,org
404554371,ქ. ხონის კვირაცხოვლობის სახელობის ტაძრის აღმშენებელთა კავშირი,shorena.jishkariani@yahoo.com,org
400232039,საქართველოს ვალუტის გადამცვლელთა ასოციაცია,exchangeasso@gmail.com,org
400232075,საქართველოს მასპინძელთა კავშირი,info@hug.ge,org
433649322,ლანჩხუთის მუნიციპალიტეტის კეთილმოწყობისა და მომსახურების ცენტრი,dato.tsuladze.54@mail.ru,org
405257699,ვივა არტე,j.mujiri@garikula.com,org
405257396,არტ ალიანსი,ninatsagareli@yahoo.com,org
412735562,"ქუთაისის გიორგი ტყვაცირიას სახელობის მოცეკვავე-მსახიობთა და ხელოვანთა საერთაშორისო ფონდი ""მადლმოსილება""",giatkvatsiria@gmail.com,org
405257635,აზერბაიჯანის მეგობართა საზოგადოების ფონდი,neliko.dolidze@gmail.com; davidgotsiridze@yahoo.com,org
405257733,სთენდაფერი,standupertbilisi@gmail.com,org
406239075,ჭეძიანის სავაჭრო სამრეწველო პალატა საქართველოში,742876474@qq.com,org
415102043,ცენტრი,kurdgelia@gmail.com,org
405257993,სერფინგ პლიუსი,levan.tsuladze@yahoo.com,org
416339901,ახალგაზრდული მოძრაობა ახალი თაობა,axalitaoba2018@gmail.com,org
404554184,ქარი (ქარი აზრთა რეზონანსს იწვევს),info.qari.ngo@gmail.com,org
402078782,თბილისის სპორტული ცოცვის ფედერაცია,tbilisiclimbing@gmail.com,org
405257029,ხინკლის ეროვნული ასოციაცია,Khinkaligeo@gmail.com,org
416340249,პროექტორი,proeqtori.contact@gmail.com,org
418471442,გორის ავტო კლუბი,goriautoclub@gmail.com,org
405259483,თაობები ზრდისთვის,g4ggeo@gmail.com,org
441485885,საქართველოს პარაგლაიდინგის ეროვნული ფედერაცია,gpnf@gmail.com,org
405259544,თბილისის მთის მარათონის ეროვნული ფედერაცია,TMRF@gmail.com,org
405259884,მიხეილ თუმანიშვილის სახელობის ხელოვნების საერთაშორისო ფესტივალი საჩუქარი. თბილისი. საქართველო,tbilisigiftfestival@gmail.com,org
445528947,აჭარის ავტონომიური რესპუბლიკის ერთიანი საავტომობილო ფედერაცია,nersesiani.artur@mail.ru,org
400233118,ვაგ კლუბ ჯორჯია,koba--chanturia@mail.ru,org
405259740,ლაიონსების თვალის დიაბეტური კლინიკა - საქართველო,lionsdiabeteye@hotmail.com,org
433649411,ლანჩხხუთის მუნიციპალიტეტის სახელოვნებო სკოლათა გაერთიანება,saxelovneboskola1952@gmail.com,org
404555398,ინოვაციური საკონსულტაციო ტრენინგ ცენტრი,tinatinsidonashvili@gmail.com,org
423355648,მწვანე გზაჯვარედინი,goar.avakyan@mail.ru,org
417892579,არაბთა ასოციაცია საქართველოში,arab.com.ge@gmail.com,org
424615795,თუშების სათემო საბჭო,tushebistemi@gmail.com,org
405260747,საბრძოლო ხელოვნებათა საერთაშორისო ორგანიზაცია,IMAO@imao.ge,org
405261229,ევრო-აზიური ალიანსი,evro-azia18@mail.ru,org
445529722,ტაეკვონდოს კლუბი ნოკაუტი,tkdclubknockout@gmail.com,org
428521487,დედოფლისწყაროს ბიზნესის ხელშემწყობი ცენტრი,dedoplistskarobsc@gmail.com,org
406241801,საინფორმაციო ცენტრი საქართველოში რუსეთის ოკუპაციის შესახებ,piakobashvili@gmail.com,org
400234251,ხრიდოლის ეროვნული აკადემია,khridoli@gmail.com,org
437372095,ოზურგეთის მუნიციპალიტეტის სპორტულ-გამაჯანსაღებელ დაწესებულებათა გაერთიანება,Giorgi_Lomjaria@yahoo.com,org
422732779,ასოციაცია-იმედი მომავლისათვის,geo.adigeni@gmail.com,org
406242114,ლეთს დუ ით საქართველო,letsdoitgeorgia@gmail.com,org
402081803,მთავარანგელოზ გაბრიელის და პეტრე მოციქულის სახელობის ფონდი,info.foundation7@gmail.com,org
412736286,დასავლეთის დრიფტის ფედერაცია,kukhianidzee@gmail.com,org
406242150,ფეშენჰოლიქს ონლაინი,Fashionholicsonline@gmail.com,org
402081983,წყლის მრეწველთა ექსპორტიორ-იმპორტიორთა და ბიზნესოპერატორთა ასოციაცია,awiebo@gmail.com,org
400234689,საერთაშორისო განათლებისა და გლობალური კავშირების ასოციაცია,iegnageorgia@gmail.com,org
405268776,საქართველოს ტრანსპლანტოლოგთა საზოგადოება,geotranplant@gmail.com,org
423355675,საქართველოს სომხური საგანმანათლებლო და კულტურული საზოგადოება,tatkarine@mail.ru,org
405268749,ჯორჯია გეპ,jafaridzeshako242@gmail.com,org
445532629,უდანაშაულოთა დაცვის ორგანიზაცია,udo2018@mail.ru,org
402085603,ახალი თაობა მისიისთვის,newgenerationformission@gmail.com,org
400237089,საქართველოს არტერიული ჰიპერტენზიისა და სისხლძარღვთა შემსწავლელი საზოგადოება,geohypertension@gmail.com,org
406245166,საზოგადოების ეკონომიკური განვითარების ცენტრი საქმიანი ადამიანების ლაბორატორია,bplabcenter@gmail.com,org
402085890,საქართველოს ანტი-დოპინგური სააგენტო,infogada@gmail.com,org
441485974,კავკასიის ეკონომიკური კვლევის ინსტიტუტი,eco_shota@yahoo.com,org
431436172,კახეთის ქალთა კლუბი,mtavarikaxetidan@gmail.com,org
400235456,შანყულაშვილების საგვარეულო კავშირი,tea.shankulashvili@gmail.com,org
405264119,დავეხმაროთ პატარა ირაკლის,giorgi.murjiknely@gmail.com,org
406243435,ფონდი ბენუ,nkochorashvili@gmail.com; bulece@gmail.com,org
426115198,ბორჯომის განვითარების ჯგუფი,coordinator@borjomilag.ge,org
402083302,გრინ ლიფ ლაინ,greenleafline@gmail.com,org
440890751,შიდა ქართლის ჩერლიდინგის რეგიონალური ფედერაცია,mivanidze19@gmail.com,org
441485965,შეზღუდული შესაძლებლობები შეუზღუდავი უფლებებით,stefantsminda@mail.ru,org
404556663,მუვ,nsakvarelidze@gmail.com,org
406243667,საქართველოს ეროვნული უშიშროების და სამხედრო-პოლიტიკური კვლევის აკადემია,u.akademia@mail.ru,org
405264930,საქართველოს არაგადამდებ დაავადებათა პრევენციის ალიანსი,ncd2017georgia@gmail.com,org
445531130,მუნიციპალური სერვისების სააგენტო,service@batumi.ge,org
405267394,საქართველოს ნერვკუნთოვან დაავადებათა და ელექტრომიოგრაფიის ასოციაცია,2018gane@gmail.com,org
424615857,საქართველოს საცხენოსნო სპორტის ფედერაცია,georgianequestrianfederation@gmail.com,org
405267410,საქართველოს რეტრო ავტო-მოტო კლუბი,dideba456@yahoo.com,org
405267660,ქართველ ემიგრანტ მოზარდთა კულტურული ურთიერთობების განვითარების ფონდი ხიდი+,khidiplus@gmail.com,org
406244461,ახალი ქართული სოფელი,gmakasarashvili@yahoo.com,org
402085113,კატის სახლი მიკა,makakama@mail.ru,org
402082116,საქართველოს საგანმანათლებლო დებატების ასოციაცია,EDAGofficial@gmail.com,org
440394707,სათნო ხელი,satnoxeli@gmail.com,org
405263389,საქართველოს ბავშვების თერაპიის ცენტრი,annagazashvili@gmail.com,org
402082358,განათლებისა და ტურიზმის ცენტრი,info@edutourismcenter.ge,org
404556379,საქართველოს ონკოლოგიურ პათოლოგიათა პრევენციის ფონდი,PreventCancerFoundation2018@gmail.com,org
400234992,გეზი,gezi.geu@gmail.com,org
402082580,მსოფლიოში დაკარგულები,info@lost.ge; georgianlost@gmail.com,org
402082553,ზიპლაინის ეროვნული ფედერაცია,info@ziplinegeorgia.ge,org
441996155,ბახმაროს და გომისმთის განვითარების ხელშემწყობი სამოქალაქო პასუხისმგებლობის ასოციაცია,armaz.akhvlediani@gmail.com,org
402082786,სპორტული დაბრკოლებების ეროვნული ფედერაცა,datometreveli@yahoo.com,org
425364269,ბოლნური ღვინო,24zazaburjaliani@gmail.com,org
405270512,განათლებისა და კვლევების ცენტრი,natia_natsvlishvili@yahoo.fr,org
405270335,ბექას ფონდი,bagratp@gmail.com,org
405270282,ევროპული გზა,europeanway@europe.com,org
405263833,კავკასიონი,kavkasioni82@yahoo.com,org
402087157,ქრისტიანული საქველმოქმედო საზოგადოება წმინდა სამება,agiatrias.org@hotmail.com,org
402087335,დაჭრილ მებრძოლთა მხარდაჭერის ფონდი,info@silknet.com,org
430037364,მოქალაქეთა ლიგა,moqalaqe2018@gmail.com,org
446973348,"ადამიანის კეთილდღეობისთვის მოღვაწე ასოციაცია ""ახალი ცხოვრება""",timeis2018@gmail.com,org
433105971,ლაგოდეხის განვითარების ჯგუფი,info@lagodekhilag.ge,org
437070287,გურიის ჭიდაობის ფედერაცია,guriawrestling@gmail.com,org
406243792,წარმატების საერთაშორისო აკადემია,barabadze@live.com,org
406243943,საქართველოს კრიპტო მომპოვებელთა ასოციაცია,v.gogokhia@gmail.com,org
405265680,ქალაქ თბილისის მუნიციპალიტეტის მულტიფუნქციური ბიბლიოთეკების გაერთიანება,info@tml.ge,org
438731366,კონტაქტიანი კარატეს კლუბი სამტრედია,kantaria_karate@yahoo.com,org
445531568,ასოციაცია-ფერმერი,irmacenteradze@yahoo.com,org
405265984,"კვლევის, ინოვაციის და განვითარების ცენტრი-გეა",info@gearesearch.org,org
404556912,ჯანმრთელი სიცოცხლე- წარმატებული მომავალი,albak48@hotmail.com,org
402084105,ერი და სახელმწიფო,eridasaxelmwifo@yahoo.com,org
406244185,ველქომ ჩელენჯ,saba@kiknadze.com,org
405266242,საქართველოს კუბის ასოციაცია,rusikoand@gmail.com,org
405273412,ახალი სკოლა,director@newschoolgeorgia.com,org
404558616,თბილისის ფიგურული ციგურაობის ფედერაცია,tbilisiskating@gmail.com,org
423100370,არაფორმალური განათლებისა და ხელოვნების განვითარების ცენტრი,nonformaleducationcenter@yahoo.com,org
402088968,მეცნიერულ-საგანმანათლებლო საზოგადოება პრომეთეოსი,Khalibi1973@gmail.com,org
402088986,ქართული კულტურისა და მეცნიერების ცენტრი მზიური,gcknmziuri@gmail.com,org
404558769,საქართველოს ახალგაზრდა ევრაზიელთა კავშირი,geoevrazia@mail.ru,org
405273779,მდგრადი ტურიზმის ბიზნესის ასოციაცია,chelidzetamar@gmail.com; lileo_g@hotmail.com;,org
405273797,ანჩისხატის გუნდი - ანჩისხატის ტაძრის მგალობელ-მომღერალთა გუნდი,info@anchiskhatelebi.ge,org
404558741,სიგრე საქართველო,secretary@cigregeorgia.ge,org
405274046,საქართველოს ციფრული ეკონომიკის ასოციაცია - სცეა,deag.info@gmail.com,org
402089262,საქრთველოს საჰაერო და კოსმოსური სამართლის ინსტიტუტი,giorgivekua@gmail.com,org
402093649,გიორგი სააკაძის ფენომენის კვლევის ცენტრი,ph.mouravi@gmail.com,org
405280903,საქართველოს სპორტის ტრადიციული სახეობებისა და თამაშების ასოციაცია,traditionalsportgeo@gmail.com,org
431178548,მდგრადი განვითარების რეგიონალური ცენტრი,rcsdkakheti@gmail.com,org
422734036,ციხისუბნის სათემო კავშირი,tsikhisubanicbo@gmail.com,org
406251979,რაგბის აკადემია ლელო,davidjalagonia@yahoo.com,org
402093989,ჯანსაღი და განათლებული ახალი თაობა,info@heng.ge,org
412739309,ცხოველთა დაცვის ფედერაცია,info@animals.ge,org
405281289,მოძრაობა განვითარებული მომავლისათვის,m.d.f.georgia123@gmail.com,org
402094103,საერთაშორისო მასონური კვლევითი ინსტიტუტი,imri@europe.com,org
431178619,მშობლები მომავალი თაობისთვის,parentsforthenextgeneration90@gmail.com,org
402094023,კავკასიის მასონთა კონფედერაცია,cmc-sc@diplomats.com,org
436255142,საქართველოს სერტიფიცირებული გიდების ასოციაცია,gdartsimelia@yahoo.co.uk,org
402094247,ერთი კავკასია,onecaucasusfestival@gmail.com,org
406250435,სმარტ მედიქალ სოლუშენს,jorbenadze@yahoo.com,org
404560514,კოალიცია ადგილობრივი თვითმმართველობისა და დემოკრატიისათვის,lgd.coalition@gmail.com,org
405278667,ილია ჭავჭავაძის სახელობის ევროპული კვლევებისა და სამოქალაქო განათლების ცენტრი,zaza.bibilashvili@gmail.com,org
412738863,განათლების სისტემაში დასაქმებულთა თავისუფალი გაერთიანება,fuese2018@gmail.com,org
443569611,რელიგიური საერთაშორისო საქველმოქმედო ფონდი პ.დ.პ. კარიტასი,daniel.koutloumousiano@gmail.com,org
443569620,რელიგიური საერთაშორისო საქველმოქმედო ფონდი კუტლუმუსი,daniel.koutloumousiano@gmail.com,org
424616026,სპორტული კლუბი მებრძოლი,gelarabuli@gmail.com,org
